,Predvidena ocena
"Godfather: Part III, The (1990)",2.1682183940242528
What's Eating Gilbert Grape (1993),2.1675670175147204
"Matrix Revolutions, The (2003)",2.167465027700853
Double Indemnity (1944),2.1660005636099084
Fanny and Alexander (Fanny och Alexander) (1982),2.1660005636099084
Bringing Up Baby (1938),2.1660005636099084
Peeping Tom (1960),2.1660005636099084
Breaking the Waves (1996),2.1660005636099084
"Butcher Boy, The (1997)",2.1660005636099084
Vagabond (Sans toit ni loi) (1985),2.1660005636099084
Sweet Smell of Success (1957),2.1660005636099084
Red Sorghum (Hong gao liang) (1987),2.1660005636099084
Out of the Past (1947),2.1660005636099084
Duel in the Sun (1946),2.1660005636099084
"Sweet Hereafter, The (1997)",2.1660005636099084
"Four Days in September (O Que É Isso, Companheiro?) (1997)",2.1660005636099084
Before Night Falls (2000),2.1660005636099084
Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),2.1660005636099084
"Place in the Sun, A (1951)",2.1660005636099084
Vanya on 42nd Street (1994),2.1660005636099084
Big Night (1996),2.1660005636099084
Persuasion (1995),2.1660005636099084
Phantom of the Paradise (1974),2.1660005636099084
Eat Drink Man Woman (Yin shi nan nu) (1994),2.1660005636099084
Buena Vista Social Club (1999),2.1660005636099084
Lamerica (1994),2.1660005636099084
"Philadelphia Story, The (1940)",2.1660005636099084
Solaris (Solyaris) (1972),2.1660005636099084
"Lady Eve, The (1941)",2.1660005636099084
"Cement Garden, The (1993)",2.1660005636099084
Kiss Me Deadly (1955),2.1660005636099084
Fireworks (Hana-bi) (1997),2.1660005636099084
Blow-Out (La grande bouffe) (1973),2.1660005636099084
My Man Godfrey (1936),2.1660005636099084
"Draughtsman's Contract, The (1982)",2.1660005636099084
"Wild Bunch, The (1969)",2.1660005636099084
Orlando (1992),2.1660005636099084
Palookaville (1996),2.1660005636099084
Raise the Red Lantern (Da hong deng long gao gao gua) (1991),2.1660005636099084
Naked (1993),2.1660005636099084
Laura (1944),2.1660005636099084
My Fair Lady (1964),2.1660005636099084
In the Realm of the Senses (Ai no corrida) (1976),2.1660005636099084
Boogie Nights (1997),2.1660005636099084
Hype! (1996),2.1660005636099084
"Wings of Desire (Himmel über Berlin, Der) (1987)",2.1660005636099084
Black Tar Heroin: The Dark End of the Street (2000),2.1660005636099084
"Ballad of Narayama, The (Narayama bushiko) (1983)",2.1660005636099084
Born Yesterday (1950),2.1660005636099084
"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",2.1660005636099084
Five Easy Pieces (1970),2.1660005636099084
Barbarella (1968),2.1660005636099084
Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),2.1660005636099084
Faster Pussycat! Kill! Kill! (1965),2.1660005636099084
"Conformist, The (Conformista, Il) (1970)",2.1660005636099084
Spellbound (1945),2.1660005636099084
To Live (Huozhe) (1994),2.1660005636099084
"Ice Storm, The (1997)",2.1660005636099084
Sullivan's Travels (1941),2.1660005636099084
"Limey, The (1999)",2.1660005636099084
Henry Fool (1997),2.1660005636099084
Shadow of a Doubt (1943),2.1660005636099084
"Streetcar Named Desire, A (1951)",2.1660005636099084
All That Heaven Allows (1955),2.1660005636099084
"Man Who Fell to Earth, The (1976)",2.1660005636099084
Short Cuts (1993),2.1660005636099084
Heidi Fleiss: Hollywood Madam (1995),2.1660005636099084
"Zed & Two Noughts, A (1985)",2.1660005636099084
Angels and Insects (1995),2.1660005636099084
All the Vermeers in New York (1990),2.1660005636099084
Secrets & Lies (1996),2.1660005636099084
Written on the Wind (1956),2.1660005636099084
Dead Ringers (1988),2.1660005636099084
Shall We Dance? (Shall We Dansu?) (1996),2.1660005636099084
"Searchers, The (1956)",2.1660005636099084
Woman in the Dunes (Suna no onna) (1964),2.1660005636099084
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",2.1660005636099084
"400 Blows, The (Les quatre cents coups) (1959)",2.1660005636099084
"Manchurian Candidate, The (1962)",2.1660005636099084
Ice Age 2: The Meltdown (2006),2.1646488921005678
Shrek 2 (2004),2.1645446682916307
Spaceballs (1987),2.1643102442296733
Gandhi (1982),2.1636450167480414
Requiem for a Dream (2000),2.162874087786769
"Mask, The (1994)",2.1626272858322455
Around the World in 80 Days (1956),2.159885077793367
Everybody Wants Some (2016),2.159876923422087
Birdman: Or (The Unexpected Virtue of Ignorance) (2014),2.159876923422087
Almost Famous (2000),2.159547575986424
South Park: Imaginationland (2008),2.1589120006447606
Collateral (2004),2.1582097110959224
Escape from L.A. (1996),2.1573875157114317
Dead Poets Society (1989),2.1573306876634883
"Bug's Life, A (1998)",2.155652807128728
"Fisher King, The (1991)",2.1556310745778413
My Neighbor Totoro (Tonari no Totoro) (1988),2.155022801380795
Barcelona (1994),2.1549994914320094
Bulworth (1998),2.1549994914320094
Inglourious Basterds (2009),2.154219574217862
E.T. the Extra-Terrestrial (1982),2.154032432036183
Paranormal Activity 2 (2010),2.1533814135541105
Batman: Mask of the Phantasm (1993),2.152462563841671
It's a Wonderful Life (1946),2.151657509549997
8 Heads in a Duffel Bag (1997),2.1494095167061595
Titan A.E. (2000),2.1493438773168845
Mystery Train (1989),2.147915187260142
Cemetery Man (Dellamorte Dellamore) (1994),2.147915187260142
"Prince of Egypt, The (1998)",2.1476926130971536
"Birdcage, The (1996)",2.1472507972865493
Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),2.14359792720786
Blood Simple (1984),2.1424183733486646
Harry Potter and the Deathly Hallows: Part 2 (2011),2.1413288390994865
Zodiac (2007),2.140404271118858
Ferris Bueller's Day Off (1986),2.13853183055378
Edward Scissorhands (1990),2.1369312860218823
"Killer, The (Die xue shuang xiong) (1989)",2.1367775170214514
"Animatrix, The (2003)",2.1366506692407388
Source Code (2011),2.1365748217954805
WarGames (1983),2.134624664438331
Moon (2009),2.1345641390592327
There's Something About Mary (1998),2.1332359008345234
Beauty and the Beast (1991),2.132079875219671
Green Street Hooligans (a.k.a. Hooligans) (2005),2.130059728535388
"Beautiful Mind, A (2001)",2.1293041699735125
Stand by Me (1986),2.1283337346030975
Malcolm X (1992),2.1279754987486985
Friday the 13th (1980),2.127359195785884
The Danish Girl (2015),2.127174828486594
Latter Days (2003),2.127174828486594
Girltrash: All Night Long (2014),2.127174828486594
Were the World Mine (2008),2.127174828486594
Miss Peregrine's Home for Peculiar Children (2016),2.127174828486594
Prayers for Bobby (2009),2.127174828486594
Marvel One-Shot: Item 47 (2012),2.127174828486594
D.E.B.S. (2004),2.127174828486594
Gia (1998),2.127174828486594
Beginners (2010),2.127174828486594
Maze Runner: The Death Cure (2018),2.127174828486594
LEGO DC Super Hero Girls: Brain Drain (2017),2.127174828486594
Murder on the Orient Express (2017),2.127174828486594
C.R.A.Z.Y. (2005),2.127174828486594
Front Cover (2016),2.127174828486594
Maidens in Uniform (Mädchen in Uniform) (1931),2.127174828486594
Sherlock: The Abominable Bride (2016),2.127174828486594
Imagine Me & You (2005),2.127174828486594
Meet Joe Black (1998),2.127174828486594
The Purple Sea (2009),2.127174828486594
Breakfast with Scot (2007),2.127174828486594
The Fault in Our Stars (2014),2.127174828486594
Breakfast on Pluto (2005),2.127174828486594
"Phantom of the Opera, The (2004)",2.127174828486594
Itty Bitty Titty Committee (2007),2.127174828486594
Transamerica (2005),2.127174828486594
Serving in Silence: The Margarethe Cammermeyer Story (1995),2.127174828486594
"Misérables, Les (2012)",2.127174828486594
"Children's Hour, The (1961)",2.127174828486594
Sky High (2005),2.127174828486594
John Wick (2014),2.1263588657700745
Inside Man (2006),2.1262447852409205
"Saint, The (1997)",2.123851218149402
Rush (2013),2.1238057461278577
"20,000 Leagues Under the Sea (1954)",2.119599594164905
Scott Pilgrim vs. the World (2010),2.1188702761756493
Watchmen (2009),2.118706492621839
Jumanji: Welcome to the Jungle (2017),2.117185982970908
Ant-Man and the Wasp (2018),2.117185982970908
"Rocky Horror Picture Show, The (1975)",2.116761899904074
Stripes (1981),2.116689042653298
Super Troopers (2001),2.1166660153647294
Battle for the Planet of the Apes (1973),2.1164002254439636
"Perfect Storm, The (2000)",2.1163516085788587
Homeward Bound II: Lost in San Francisco (1996),2.115907574379647
Deconstructing Harry (1997),2.11573076845891
Beverly Hills Cop (1984),2.1123640820000253
Westworld (1973),2.1122991969606515
Mission: Impossible III (2006),2.1120464544010713
As Good as It Gets (1997),2.111603007206112
Mary Poppins (1964),2.1112174769234113
Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002),2.110050915848432
Visitor Q (Bizita Q) (2001),2.110050915848432
"Monsters, Inc. (2001)",2.1079849446043726
"Gods Must Be Crazy, The (1980)",2.1078960150150476
WALL·E (2008),2.1075467717376726
Mighty Joe Young (1998),2.1073433150603478
Walk the Line (2005),2.10693095048622
Risky Business (1983),2.106669602816736
"I, Robot (2004)",2.1061235134613074
Mulan (1998),2.106064627524089
Jay and Silent Bob Strike Back (2001),2.1058580493055743
Muppets From Space (1999),2.1058169674292264
Battle Royale (Batoru rowaiaru) (2000),2.1055140707697997
Snatch (2000),2.105332702068071
Hard-Boiled (Lat sau san taam) (1992),2.1045331371616367
"Aviator, The (2004)",2.1040769154520684
"Prestige, The (2006)",2.1000883534835433
Revolver (2005),2.0998893540560037
White Squall (1996),2.099541075515893
Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),2.0989928151818926
V for Vendetta (2006),2.0980095480527776
Harry Potter and the Prisoner of Azkaban (2004),2.097977479770436
Old Boy (2003),2.0962952765489087
"Magnificent Seven, The (1960)",2.094239626272207
"Player, The (1992)",2.0923479844713846
Halloween (1978),2.0922119220918205
Die Hard: With a Vengeance (1995),2.090581024701272
Anchorman: The Legend of Ron Burgundy (2004),2.0899804240627704
"It's a Mad, Mad, Mad, Mad World (1963)",2.089605141159483
Black Sheep (1996),2.088374470599558
Harry Potter and the Deathly Hallows: Part 1 (2010),2.087896827078439
"Adventures of Priscilla, Queen of the Desert, The (1994)",2.0876632274910794
Star Trek (2009),2.085429865539825
Identity (2003),2.0848700318469136
"Das Experiment (Experiment, The) (2001)",2.084717775650808
Drag Me to Hell (2009),2.0820179316554137
"Score, The (2001)",2.081642118052794
"Fighter, The (2010)",2.0802735798008194
Above the Law (1988),2.0801257358446095
Wreck-It Ralph (2012),2.0796752508799536
"Birds, The (1963)",2.0786035921674206
Kung Fu Hustle (Gong fu) (2004),2.07784072816481
Big (1988),2.076911315510579
Lawrence of Arabia (1962),2.0768533854617455
Fatal Instinct (1993),2.0746239081222497
Million Dollar Baby (2004),2.07454890289159
High Fidelity (2000),2.0742785200283747
Ever After: A Cinderella Story (1998),2.073950385325142
City of Angels (1998),2.073468152551383
Licence to Kill (1989),2.069618294525292
A.I. Artificial Intelligence (2001),2.069187006488281
Roger & Me (1989),2.0688601133180993
Naked Gun 33 1/3: The Final Insult (1994),2.0676108272030507
"Running Man, The (1987)",2.066442685241075
MirrorMask (2005),2.0654609733079115
It Happened One Night (1934),2.0654609733079115
Sunshine (1999),2.0654609733079115
"Invasion, The (2007)",2.0654609733079115
Grand Illusion (La grande illusion) (1937),2.0654609733079115
Best Worst Movie (2009),2.0654609733079115
Picnic at Hanging Rock (1975),2.0654609733079115
Pickup on South Street (1953),2.0654609733079115
"Band's Visit, The (Bikur Ha-Tizmoret) (2007)",2.0654609733079115
"What's Up, Tiger Lily? (1966)",2.0654609733079115
"Lady Vanishes, The (1938)",2.0654609733079115
Escaflowne: The Movie (Escaflowne) (2000),2.0654609733079115
"TV Set, The (2006)",2.0654609733079115
*batteries not included (1987),2.0654609733079115
Midnight Cowboy (1969),2.0654609733079115
"Wicker Man, The (1973)",2.0654609733079115
"What's New, Pussycat (1965)",2.0654609733079115
"Big Red One, The (1980)",2.0654609733079115
Speed Racer (2008),2.0654609733079115
Zelig (1983),2.0654609733079115
Hollywood Ending (2002),2.0654609733079115
What Dreams May Come (1998),2.0654609733079115
"Producers, The (1968)",2.0654609733079115
Ong-Bak: The Thai Warrior (Ong Bak) (2003),2.0653553388835344
Alien³ (a.k.a. Alien 3) (1992),2.0633782664644835
Bonnie and Clyde (1967),2.0621892455883333
"Man with the Golden Gun, The (1974)",2.062085280616127
RocknRolla (2008),2.0605610446606755
Conquest of the Planet of the Apes (1972),2.0605267799442295
101 Dalmatians (One Hundred and One Dalmatians) (1961),2.060001731332318
That Thing You Do! (1996),2.058952650903513
Demolition Man (1993),2.0588773347850826
Riki-Oh: The Story of Ricky (Lik Wong) (1991),2.058436208158033
"Sandlot, The (1993)",2.0583397142014626
Enemy of the State (1998),2.0581616798104685
1408 (2007),2.057810289410901
This Is 40 (2012),2.057683064046962
Summer Wars (Samâ wôzu) (2009),2.057683064046962
"Secret of NIMH, The (1982)",2.0563580479292485
School of Rock (2003),2.055671493726046
Boyhood (2014),2.054738150523087
Chronicle (2012),2.054738150523087
"Hobbit: An Unexpected Journey, The (2012)",2.0542163470099415
United 93 (2006),2.053984947462396
Slither (2006),2.053984947462396
Scrooged (1988),2.0534683290230813
Johnny Mnemonic (1995),2.053013185968452
Better Off Dead... (1985),2.0501989088810766
Beavis and Butt-Head Do America (1996),2.047938180412695
Joy Ride (2001),2.0444661781866675
[REC] (2007),2.0444661781866675
Sweeney Todd: The Demon Barber of Fleet Street (2007),2.044196623019159
Wonder Woman (2017),2.0437126647610224
"Cell, The (2000)",2.0427760269347393
Manhattan (1979),2.041826310710585
Ace Ventura: Pet Detective (1994),2.0412475526738727
The Girl with All the Gifts (2016),2.041241452319315
For the Birds (2000),2.0407819200532673
Ransom (1996),2.0407711672567097
Drive (2011),2.0402889140522067
Remember the Titans (2000),2.039504627173172
Independence Day (a.k.a. ID4) (1996),2.0370071094818303
"World According to Garp, The (1982)",2.0360149725905217
Gorillas in the Mist (1988),2.0360149725905217
"Boys from Brazil, The (1978)",2.03566815881082
"40-Year-Old Virgin, The (2005)",2.034268706604499
Matchstick Men (2003),2.033588915914983
End of Days (1999),2.0311664347302387
Star Wars: Episode III - Revenge of the Sith (2005),2.029974111864594
I Am Legend (2007),2.0276813324135547
The Raid 2: Berandal (2014),2.0266650206605634
Tales from the Crypt Presents: Demon Knight (1995),2.0259519632693777
Elite Squad (Tropa de Elite) (2007),2.0259519632693777
Session 9 (2001),2.0255034150674596
As You Like It (2006),2.023359820300387
Attack of the Crab Monsters (1957),2.023359820300387
American: The Bill Hicks Story (2009),2.023359820300387
"Atomic Submarine, The (1959)",2.023359820300387
Abbott and Costello Meet Frankenstein (1948),2.023359820300387
Best in Show (2000),2.022345943565276
"13th Warrior, The (1999)",2.022337452751677
"History of Violence, A (2005)",2.02219882570108
Tales from the Crypt Presents: Bordello of Blood (1996),2.0221974134022873
Ernest Saves Christmas (1988),2.02072594216369
Nell (1994),2.02072594216369
Madhouse (1990),2.02072594216369
Bushwhacked (1995),2.02072594216369
Ernest Goes to Jail (1990),2.02072594216369
Mask (1985),2.02072594216369
In the Army Now (1994),2.02072594216369
Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),2.02072594216369
Romeo and Juliet (1968),2.02072594216369
Deep Impact (1998),2.019549871118091
So I Married an Axe Murderer (1993),2.0194701619532966
Trading Places (1983),2.0194481454814213
Tarzan (1999),2.0191638420518343
Superbad (2007),2.018420277963588
Mallrats (1995),2.018378109428633
And Your Mother Too (Y tu mamá también) (2001),2.017486372109178
Phantasm (1979),2.0173576634089003
Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),2.016576729810797
Arrival (2016),2.016403091749524
But I'm a Cheerleader (1999),2.016031443260146
Cabin Fever (2002),2.0159957480058943
Scream (1996),2.013267196748541
Repossessed (1990),2.0114120854580806
Alice in Wonderland (1951),2.010289946993732
"Hurt Locker, The (2008)",2.010181996270539
Children of a Lesser God (1986),2.0071434841433202
Once Upon a Time in America (1984),2.0055246359472334
"Wizard of Oz, The (1939)",2.0053875494751425
"Last Samurai, The (2003)",2.004746894140805
Iron Man (2008),2.0042994799822598
Sleepless in Seattle (1993),2.003649293702775
"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",2.0029319806776993
Moneyball (2011),2.0014234392402432
Zombieland (2009),2.0010601715894456
"Conversation, The (1974)",2.0000000000000004
Soldier (1998),2.0000000000000004
It Could Happen to You (1994),2.0000000000000004
Dolores Claiborne (1995),2.0000000000000004
Stalag 17 (1953),2.0000000000000004
Driving Miss Daisy (1989),2.0000000000000004
Guess Who's Coming to Dinner (1967),2.0000000000000004
"Paper Chase, The (1973)",2.0000000000000004
"Civil Action, A (1998)",2.0000000000000004
Saving Grace (2000),2.0000000000000004
Carnosaur 2 (1995),1.9999999999999998
"Fast Five (Fast and the Furious 5, The) (2011)",1.9997793681959346
Dumb & Dumber (Dumb and Dumber) (1994),1.9990009888594216
Catch Me If You Can (2002),1.9980414291372293
Runaway Jury (2003),1.9977323838505456
Crocodile Dundee II (1988),1.997719008295242
Field of Dreams (1989),1.9963607275206587
Dead Snow 2: Red vs. Dead (2014) ,1.9959494701279392
Mad Max: Fury Road (2015),1.995648826062949
All About Eve (1950),1.993517416546131
Stoker (2013),1.9934677183807226
Funny Games U.S. (2007),1.9934677183807226
Rogue (2007),1.9934677183807226
Dragon Lord (a.k.a. Dragon Strike) (Long Xiao Ye) (1982),1.9934677183807226
"Collector, The (2009)",1.9934677183807226
Lone Survivor (2013),1.9934677183807226
Life After Beth (2014),1.9934677183807226
Grave Encounters (2011),1.9934677183807226
Deep Red (Profondo rosso) (1975),1.9934677183807226
Clown (2014),1.9934677183807226
Frozen (2010),1.9934677183807226
The Voices (2014),1.9934677183807226
Frontière(s) (2007),1.9934677183807226
Honeymoon (2014),1.9934677183807226
"Cottage, The (2008)",1.9934677183807226
Hanna (2011),1.9934677183807226
Take Aim at the Police Van (Sono gosôsha wo nerae: 'Jûsangô taihisen' yori) (1960),1.9934677183807226
Anchorman 2: The Legend Continues (2013),1.9934677183807226
Snake in the Eagle's Shadow (Se ying diu sau) (1978),1.9934677183807226
"American, The (2010)",1.9934677183807226
I Sell the Dead (2008),1.9934677183807226
"Den, The (2013)",1.9934677183807226
Hitchcock/Truffaut (2015),1.9934677183807226
Cooties (2015),1.9934677183807226
Crimson Peak (2015),1.9934677183807226
Hugo (2011),1.9934677183807226
13 Hours (2016),1.9934677183807226
Tusk (2014),1.9934677183807226
"Woman, The (2011)",1.9934677183807226
13 Sins (2014),1.9934677183807226
Crime Story (Zhong an zu) (1993),1.9934677183807226
New Police Story (Xin jing cha gu shi) (2004),1.9934677183807226
Brothers (2009),1.9934677183807226
Don't Be Afraid of the Dark (2010),1.9934677183807226
Little Big Soldier (Da bing xiao jiang) (2010),1.9934677183807226
Himizu (2011),1.9934677183807226
Non-Stop (2014),1.9934677183807226
"Squid and the Whale, The (2005)",1.9934677183807226
Requiem (2006),1.9934677183807226
Ewoks: The Battle for Endor (1985),1.9934677183807226
Gen-X Cops (1999),1.9934677183807226
Let Me In (2010),1.9934677183807226
Crows Zero (Kurôzu zero) (2007),1.9934677183807226
Five Element Ninjas (1982),1.9934677183807226
"Troll Hunter, The (Trolljegeren) (2010)",1.9934677183807226
In the Mood For Love (Fa yeung nin wa) (2000),1.9934677183807226
Five Deadly Venoms (1978),1.9934677183807226
"Man Who Wasn't There, The (2001)",1.9934677183807226
Blind Fury (1989),1.9934677183807226
Trance (2013),1.9934677183807226
Stuck (2007),1.9934677183807226
Wendigo (2001),1.9934677183807226
My Lucky Stars (Fuk sing go jiu) (1985),1.9934677183807226
Blair Witch (2016),1.9934677183807226
"Pact, The (2012)",1.9934677183807226
31 (2016),1.9934677183807226
Beasts of the Southern Wild (2012),1.9934677183807226
Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000),1.9934677183807226
Insidious (2010),1.9934677183807226
Mr. Nobody (2009),1.9934677183807226
"Children, The (2008)",1.9934677183807226
Somers Town (2008),1.9934677183807226
Movie 43 (2013),1.9934677183807226
Sausage Party (2016),1.9934677183807226
"Signal, The (2007)",1.9934677183807226
Paranormal Activity 3 (2011),1.9934677183807226
Flesh & Blood (1985),1.9934677183807226
Maniac Cop (1988),1.9934677183807226
Absentia (2011),1.9934677183807226
Headhunters (Hodejegerne) (2011),1.9934677183807226
He Never Died (2015),1.9934677183807226
Side Effects (2013),1.9934677183807226
The Green Inferno (2014),1.9934677183807226
The Good Dinosaur (2015),1.9934677183807226
"ABCs of Death, The (2012)",1.9934677183807226
Maniac (2012),1.9934677183807226
Birdemic: Shock and Terror (2010),1.9934677183807226
City Hunter (Sing si lip yan) (1993),1.9934677183807226
Afflicted (2013),1.9934677183807226
Southbound (2016),1.9934677183807226
The Neon Demon (2016),1.9934677183807226
Dance of the Dead (2008),1.9934677183807226
Scouts Guide to the Zombie Apocalypse (2015),1.9934677183807226
Once a Thief (Zong heng si hai) (1991),1.9934677183807226
High Tension (Haute tension) (Switchblade Romance) (2003),1.9934677183807226
Spartan (2004),1.9934677183807226
Tell No One (Ne le dis à personne) (2006),1.9934677183807226
"Ruins, The (2008)",1.9934677183807226
High Rise (2015),1.9934677183807226
John Dies at the End (2012),1.9934677183807226
Clockers (1995),1.9934677183807226
Battles Without Honor & Humanity (Jingi naki tatakai) (1973),1.9934677183807226
Zombeavers (2014),1.9934677183807226
Open Range (2003),1.9934677183807226
Fever Pitch (2005),1.9934677183807226
"Great Yokai War, The (Yôkai daisensô) (2005)",1.9934677183807226
Casshern (2004),1.9934677183807226
Safe House (2012),1.9934677183807226
Krampus (2015),1.9934677183807226
"Zero Theorem, The (2013)",1.9934677183807226
Tokyo! (2008),1.9934677183807226
Barking Dogs Never Bite (Flandersui gae) (2000),1.9934677183807226
Vacancy (2007),1.9934677183807226
Training Day (2001),1.992498061979888
"Mission, The (1986)",1.9922240238777906
Eyes Wide Shut (1999),1.9911822589063586
To Kill a Mockingbird (1962),1.990165693256337
Kingsman: The Secret Service (2015),1.9899053070624197
Who Framed Roger Rabbit? (1988),1.9874416499969323
Rebel Without a Cause (1955),1.9866394576271655
K-PAX (2001),1.9861683108063282
Diner (1982),1.9861198752143765
King Kong (1933),1.9856084710440605
"Muppet Movie, The (1979)",1.9854462930708294
Bad Lieutenant (1992),1.9846577913549512
Some Like It Hot (1959),1.9827992394302694
Revenge of the Nerds (1984),1.982644774861442
Star Trek Beyond (2016),1.9824512581420421
Beetlejuice (1988),1.9812873001969518
Pink Floyd: The Wall (1982),1.9812094239340732
The Nice Guys (2016),1.9810216611083888
True Romance (1993),1.979890053921858
"Hangover, The (2009)",1.9789044229843344
Battlestar Galactica: Razor (2007),1.9783183784134262
Battlestar Galactica: The Plan (2009),1.9783183784134262
Captain America: Civil War (2016),1.9777756266596325
Hard Candy (2005),1.9776698415976355
Outbreak (1995),1.977500012033481
Hannibal (2001),1.9762087311006298
Snowpiercer (2013),1.9742187576911547
Atlantis: The Lost Empire (2001),1.9736522083107217
Rudy (1993),1.9728225848433714
"NeverEnding Story, The (1984)",1.972171690453572
"Bridge on the River Kwai, The (1957)",1.9717835806258792
Jarhead (2005),1.9704283046749287
Gone with the Wind (1939),1.9697177443178049
Bend It Like Beckham (2002),1.9687113323487442
Star Wars: Episode VII - The Force Awakens (2015),1.9683637994209917
Small Soldiers (1998),1.968106986259488
Shaolin Soccer (Siu lam juk kau) (2001),1.967660364535523
Man on Fire (2004),1.967586762547845
Repo Man (1984),1.9662256512009475
While You Were Fighting: A Thor Mockumentary (2016),1.965244923793294
Fantastic Beasts and Where to Find Them (2016),1.965244923793294
Wallace & Gromit in The Curse of the Were-Rabbit (2005),1.9648797107443605
Aeon Flux (2005),1.9641924757024
"Cable Guy, The (1996)",1.963538978368275
Lake Placid (1999),1.9618529561849305
Fast Times at Ridgemont High (1982),1.9615609476073874
"Blue Lagoon, The (1980)",1.9594230439999625
"Abyss, The (1989)",1.9593257126279422
Carrie (1976),1.958576624477328
You're Next (2011),1.9577580939786765
"Sword in the Stone, The (1963)",1.9552035082184864
Rounders (1998),1.9552035082184864
"Rainmaker, The (1997)",1.9552035082184864
Of Mice and Men (1992),1.9552035082184864
Short Circuit 2 (1988),1.9552035082184864
Airport '77 (1977),1.9547111097008838
Friday the 13th Part VIII: Jason Takes Manhattan (1989),1.9547111097008838
"Incredible Shrinking Woman, The (1981)",1.9547111097008838
"Wolf Man, The (1941)",1.9547111097008838
Valley Girl (1983),1.9547111097008838
Mary Reilly (1996),1.9547111097008838
Aces: Iron Eagle III (1992),1.9547111097008838
French Kiss (1995),1.9547111097008838
"Hitchhiker's Guide to the Galaxy, The (2005)",1.953672401272184
The Machinist (2004),1.952391349265632
300 (2007),1.9523681197809304
"Goonies, The (1985)",1.952060531714971
9 (2009),1.951552618895777
Addams Family Values (1993),1.9492938943256164
U-571 (2000),1.949041614945201
Pride and Prejudice (1940),1.948779888944761
"Passion of the Christ, The (2004)",1.948779888944761
Blackrock (1997),1.948779888944761
Finding Neverland (2004),1.948779888944761
Fortress (1992),1.948779888944761
"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)",1.948779888944761
Fahrenheit 451 (1966),1.948779888944761
Rollerball (1975),1.948779888944761
"Patriot, The (2000)",1.9482524868909739
Billy Elliot (2000),1.9450656845553926
Batman Returns (1992),1.9446434994294173
Silent Running (1972),1.9438157983573237
Paperman (2012),1.9435684678652225
Iron Man 3 (2013),1.9429399324931282
Police Academy (1984),1.94237602927085
Ice Age (2002),1.9419202782259415
Tucker & Dale vs Evil (2010),1.9418982829648295
Kung Fu Panda 3 (2016),1.9408692983709823
Mission: Impossible (1996),1.9403447458721061
The Count of Monte Cristo (2002),1.939627380342505
Gran Torino (2008),1.9384612545089444
Looper (2012),1.9379578568325868
Eraser (1996),1.9363086022754317
"Treasure of the Sierra Madre, The (1948)",1.9349517139383434
Insomnia (1997),1.9343879962039527
Hotel Rwanda (2004),1.9340266899773422
Harry Potter and the Order of the Phoenix (2007),1.9338207633922195
Hackers (1995),1.9336216187565662
American Pie (1999),1.9333181282981802
Three Kings (1999),1.9327579694794061
Tron: Legacy (2010),1.932500798076824
My Life as a Dog (Mitt liv som hund) (1985),1.9313151308991512
Mo' Better Blues (1990),1.9313151308991512
"6th Day, The (2000)",1.9310401684209881
"Transporter, The (2002)",1.9309528080260798
Shutter Island (2010),1.9300353266822743
Rise of the Guardians (2012),1.9299629817326713
Star Wars: Episode I - The Phantom Menace (1999),1.9292002912911204
Don't Breathe (2016),1.9280747313595175
Batman: Under the Red Hood (2010),1.9275748567767312
Land of the Dead (2005),1.9275748567767312
Batman Beyond: Return of the Joker (2000),1.9275748567767312
Reign of Fire (2002),1.9260323841903306
Pushing Tin (1999),1.9245285643439223
I Know What You Did Last Summer (1997),1.9239653779526016
Flight of the Navigator (1986),1.9232068103957136
Crash (2004),1.9229733558744253
Limitless (2011),1.9220960152960873
"Last King of Scotland, The (2006)",1.9220960152960873
Inside Out (2015),1.9219553256536117
Cool Runnings (1993),1.9219070832110519
Love Actually (2003),1.9204858885148748
"'burbs, The (1989)",1.92036520476495
"Jerk, The (1979)",1.918654697226985
"Mummy, The (1999)",1.917369844994986
"Crow: Salvation, The (2000)",1.9168620870506614
Blow (2001),1.9165349824881932
"Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom) (2008)",1.9152925127340532
District 13 (Banlieue 13) (2004),1.9152925127340532
Final Fantasy VII: Advent Children (2004),1.9152364192379832
Jackie Brown (1997),1.9149552415237934
House of Flying Daggers (Shi mian mai fu) (2004),1.9142375122010467
Star Trek Into Darkness (2013),1.9137730224461642
Dead Snow (Død snø) (2009),1.9136543522600815
Predestination (2014),1.912347599210178
The Lobster (2015),1.912347599210178
Barton Fink (1991),1.912347599210178
Dope (2015),1.912347599210178
